REGON;;NSK;s_osoba_us;s_typ;s_nrj;s_ad1;s_ad2;s_pkd;s_lps;s_waga;s_a4;s_a5a;s_a5b;s_a5d;s_a5e;s_a5f;s_a5g;s_a5h;s_a6;s_a7a;s_a7b;s_a7c;w_a4_1;w_request;w_a5a;w_a5b;w_a5d;w_a5e;w_a5f;w_a5g;w_a5h;w_a6;w_a7a;w_a7b;w_a7c
47228073200000;;"""M i W""  SP”£KA CYWILNA PIOTR PODMAJSTRZY, MARCIN PODMAJSTRZY, ALEKSANDR";Jolanta Czokaj≥o                                  ;ZT;4619   ;al. marsz. JÛzefa Pi≥sudskiego 141                            ;£Ûdü                         ;5819 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.miw.pl;21.0;;;;;;;;;;;
49272706300000;;FAKRO PP SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                        ;Jaros≥aw £ubiÒski                                 ;ZT;6584   ;ul. WÍgierska 144 A                                           ;Nowy Sπcz                    ;1623 ;1965;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.fakro.pl;1.0;1;2;2;1;1;1;2;2;2;2;2
38674227700000;;SLPI GROUP SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                      ;Anna Kwaúnica                                     ;ZT;18534  ;ul. Gronowska 22                                              ;Leszno                       ;4120Z;21;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.cukras.eu;1.0;1;2;2;2;2;1;2;2;2;2;2
51088248800000;;"FRANCISZEK KAMI—SKI PRZEDSIEBIORSTWO TURYSTYCZNE ""DUET PLUS""            ";Aneta Witkowska                                   ;ZT;17022  ;Plac ZwyciÍstwa 6                                             ;Go≥dap                       ;4939 ;19;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.duet-plus.pl;21.0;;;;;;;;;;;
49044291300000;;"""GUMPLAST PODHALE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ";Jaros≥aw £ubiÒski                                 ;ZT;6493   ;ul. Szewska 14                                                ;Nowy Targ                    ;2219 ;64;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gumplast.pl/;1.0;1;2;2;2;2;2;2;2;2;2;2
51057582300000;;"""MUSA"" ALICJA MUSIA£, TADEUSZ MUSIA£ SP”£KA JAWNA                       ";Aneta Witkowska                                   ;ZT;16986  ;Targowisko Dolne 1A                                           ;Lubawa                       ;1629 ;102;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.copernicushotel.pl;1.0;1;1;2;1;1;2;2;2;1;2;2
49269510400000;;WIKAR PODHALE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ;Jaros≥aw £ubiÒski                                 ;ZT;6578   ;ul. PodtatrzaÒska 3                                           ;Nowy Targ                    ;4520 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.wkarpodhale.pl;21.0;;;;;;;;;;;
38761238700000;;MAJEWSKI-RECYCLING SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ;Anna Kwaúnica                                     ;ZT;18543  ;ul. Po≥udniowa 2                                              ;Tarnowo PodgÛrne             ;4677Z;11;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.majewski-recycling.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
67296648100000;;PW MAWI Waldemar DziubiÒski                                             ;Ma≥gorzata Øandarska                              ;ZT;10301  ;ul. Placowa 2/8                                               ;Radom                        ;5610A;307;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kapured.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
77094790900000;;"FIRMA ""EXPRO"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                   ";Eløbieta BurliÒska                                ;ZT;13772  ;Wa≥dowo 40                                                    ;Piaszczyna                   ;1629 ;102;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.exprowaldowo.pl;1.0;1;2;2;1;2;1;2;2;1;1;2
51092237700000;;"Zak≥ad Budownictwa OgÛlnego ""INSTAL"" s.c. M. Garbacz, M. Garbacz-Milewsk";Aneta Witkowska                                   ;ZT;17030  ;ul. KsiÍøodworska 6                                           ;Dzia≥dowo                    ;4221 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.instal.gigabox.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
69001637000000;;TARAPATA TADEUSZ ZAK£AD US£UGOWO-PRODUKCYJNY                            ;Eløbieta Zborowska                                ;ZT;11665  ;TuszÛw Narodowy 196                                           ;TuszÛw Narodowy              ;2932 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zuptarapata.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
38782257000000;;FIRMA HANDLOWA AUTO CENTER SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•      ;Eløbieta BurliÒska                                ;ZT;13673  ;ul. Hutnicza 5                                                ;Gdynia                       ;4619Z;102;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.fhautocenter.com;21.0;;;;;;;;;;;
51956785400000;;JDG FIRMA PRODUKCYJNO-HANDLOWO-US£UGOWA DARIUSZ PIOTR GO£ BIOWSKI       ;Aneta Witkowska                                   ;ZT;17087  ;Barczewko 133A                                                ;Barczewo                     ;2223 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.genewa.olsztyn.pl;1.0;1;2;2;2;1;2;2;2;2;2;2
69045024300000;;ZAK£AD INSTALACYJNO-BUDOWLANY MIROS£AW GAWE£                            ;Eløbieta Zborowska                                ;ZT;11758  ;StraøÛw 410A                                                  ;StraøÛw                      ;4120 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.dkcom.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
75079862600000;;MARINEX MARIA WIETESKA, GRZEGORZ WIETESKA SP”£KA JAWNA                  ;RÛøa Ka≥doÒska                                    ;ZT;4984   ;Kompina 111                                                   ;NieborÛw                     ;4677 ;136;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.marinexrecycling.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
51002398600000;;AUTO-LAND JANUSZ ANDRZEJEWSKI                                           ;Aneta Witkowska                                   ;ZT;16903  ;ul. W≥adys≥awa Leonharda 5A                                   ;Olsztyn                      ;5210 ;71;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.auto-land.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
52074978700000;;KSK-BR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ;Magdalena Adamczyk                                ;ZT;15909  ;ul. Czajki 1 m 3                                              ;Gliwice                      ;6920Z;14;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.ksk.gliwice.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
53052500500000;;"""BORT-WIMAR"" SP”£KA JAWNA                                               ";Paulina Ciesielska                                ;ZT;10781  ;ul. Sienkiewicza 104                                          ;GrodkÛw                      ;4711 ;271;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.bortwimar.pl;2.0;;;;;;;;;;;
77072733200000;;FIRMA HANDLOWO-US£UGOWA FIGIELEK ROBERT KOPI—SKI                        ;Eløbieta BurliÒska                                ;ZT;13752  ;ul. Wojska Polskiego 7                                        ;S≥upsk                       ;4791 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.elcom-sc.pl;1.0;1;1;2;2;2;2;2;2;1;2;2
93039084000000;;ZAK£AD G”RNICZY HYDROWIERT  FITZNER & FITZNER SP”£KA Z OGRANICZON• ODPOW;Justyna Hornung                                   ;ZT;1218   ;ul. Jasna 15                                                  ;Milicz                       ;4291 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.khg.pl;1.0;1;2;2;1;2;1;2;2;2;2;1
47066048800000;;FORMAT KRYSTYNA KOWALCZYK                                               ;Jolanta Czokaj≥o                                  ;ZT;4498   ;ul. Obywatelska 128                                           ;£Ûdü                         ;2314 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aktywa.arg.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
38904301900000;;COHERENT SOLUTIONS SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•              ;Marcelina Jeøak                                   ;ZT;925    ;pl. Solny 15                                                  ;Wroc≥aw                      ;6201Z;257;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.coherentsolutions.com;1.0;2;2;2;2;2;2;2;2;1;1;1
38910415200000;;AXIOM CONNECTED  SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ;Ma≥gorzata Øandarska                              ;ZT;9889   ;Aleje Ujazdowskie 41                                          ;Warszawa                     ;6202Z;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.acs-group.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
51135598600000;;"Robert Mendalka P.P.H.U. ""Color-Bet""                                    ";Aneta Witkowska                                   ;ZT;17054  ;ul. OlsztyÒska 59                                             ;Dzia≥dowo                    ;4120 ;56;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.colorbet.pl;1.0;1;2;2;1;2;2;2;2;2;2;2
77081504200000;;Leszek Wπsikowski                                                       ;Eløbieta BurliÒska                                ;ZT;13761  ;Nadziejewo 40                                                 ;Czarne                       ;4633Z;65;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sgr-lw.pl;21.0;;;;;;;;;;;
81092772100000;;"P.P.H.U. ""INTER ARIMAR"" Arkadiusz åwirski                               ";Magdalena Mac                                     ;ZT;19911  ;ul. PodgÛrna 23                                               ;£obez                        ;1610 ;26;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eskrzynka.pl;1.0;1;1;2;2;2;1;2;2;2;2;2
52119243000000;;MORENC SP”£KA JAWNA                                                     ;Aneta Witkowska                                   ;ZT;17106  ;ul. Grunwaldzka 66B                                           ;Nowe Miasto Lubawskie        ;4322Z;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.morenc.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
75018785100000;;"AGNIESZKA KRAJEWSKA ""SZTUKA £OWICKA"" Zak≥ad Pracy Chronionej            ";RÛøa Ka≥doÒska                                    ;ZT;4960   ;ul. Sochaczewska 1                                            ;£owicz                       ;1812 ;39;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.krajewski.com.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
75042151900000;;"PrzedsiÍbiorstwo  Us≥ugowo - Handlowo - Produkcyjne ""INST-EL"" Maciej Pie";Ma≥gorzata Øandarska                              ;ZT;10452  ;Lubiejew 32B                                                  ;Sochaczew                    ;4120 ;31;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.inst-el.net.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
79022714000000;;TEL-EKTRA ZOFIA OLSZEWSKA                                               ;Ma≥gorzata Øandarska                              ;ZT;10461  ;ul. GrzymalitÛw 18A                                           ;Warszawa                     ;4222 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.tel-ektra.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
77073015600000;;PIEKARNIA-CIASTKARNIA  RYSZARD DZIKOWSKI                                ;Eløbieta BurliÒska                                ;ZT;13754  ;UL. JANA D£UGOSZA 13 F m 19                                   ;S£UPSK                       ;1071 ;12;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.dzikowski.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
47097847000000;;PRACOWNIE KONSERWACJI ZABYTK”W NAD £”DK• SP”£KA Z OGRANICZON• ODPOWIEDZI;Jolanta Czokaj≥o                                  ;ZT;4529   ;ul. PÛ≥nocna 27/29                                            ;£Ûdü                         ;4120 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pekazet.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
39074951400000;;CCC FACTORY SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Marcelina Jeøak                                   ;ZT;994    ;ul. Strefowa 9                                                ;Polkowice                    ;1520 ;272;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.cccfactory.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
55033595000000;;ZM WYSZY—SKI SP”£KA JAWNA                                               ;Ma≥gorzata Øandarska                              ;ZT;10015  ;ul. Przemys≥owa 5                                             ;WyszkÛw                      ;4941 ;50;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.ptmtransport.pl;1.0;2;1;2;2;2;2;2;2;2;2;2
47154008800000;;CAR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA          ;Jolanta Czokaj≥o                                  ;ZT;4569   ;ul. ØÛ≥wiowa 9A                                               ;£Ûdü                         ;4773 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.aptekazawiszy.pl;2.0;;;;;;;;;;;
43035491400000;;"PrzedsiÍbiorstwo Produkcyjno-Handlowo-Us≥ugowe ""DAREX"" Dariusz Nawrotek ";Katarzyna Kalinowska                              ;ZT;2957   ;ul. Adama Mickiewicza 41                                      ;DÍblin                       ;1413 ;69;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.brmz.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
85010080600000;;ZAK£AD åLUSARSKO BUDOWLANY RYSZARD UTRATA                               ;Jaros≥aw £ubiÒski                                 ;ZT;6657   ;ul. Kolejowa 21                                               ;Niedomice                    ;2511 ;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.zsbutrata.com;21.0;;;;;;;;;;;
53158393800000;;"Grzegorz Kolasa ""DEAL""                                                  ";Paulina Ciesielska                                ;ZT;10929  ;ul. K≥odnicka 34                                              ;KÍdzierzyn-Koüle             ;4711 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.biurorachunkowe-kk.pl;1.0;1;1;2;2;2;2;2;2;2;2;2
63076545600000;;"SKLEP SPOØYWCZO - MONOPOLOWY ""MATEO"" WALKOWIAK EWA, WALKOWIAK PIOTR - SP";Anna Kwaúnica                                     ;ZT;18938  ;ul. Dworcowa 13A                                              ;LuboÒ                        ;4711 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.calculus.com.pl;1.0;1;2;2;1;2;2;2;2;1;2;2
49016615200000;;"Zak≥ad Produkcyjno Handlowy ""DROMADER"" Zajπc Bogdan                     ";Jaros≥aw £ubiÒski                                 ;ZT;6470   ;Frycowa 121                                                   ;Nawojowa                     ;1512 ;28;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.grupaproxima.com;1.0;1;2;2;2;2;2;2;2;2;2;2
63100894100000;;"""EUROCASH"" SP”£KA AKCYJNA                                               ";Anna Kwaúnica                                     ;ZT;18973  ;ul. Wiúniowa 11                                               ;Komorniki                    ;4690 ;7410;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eurocash.com.pl;21.0;;;;;;;;;;;
63439238300000;;R2 CENTER SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ;Anna Kwaúnica                                     ;ZT;19109  ;ul. Akacjowa 1A                                               ;Suchy Las                    ;3212 ;279;0;2;0;0;0;0;0;0;0;2;1;1;1;https://www.r2center.pl;1.0;1;1;2;1;2;1;2;2;1;2;1
87003086900000;;Zak≥ad PrzetwÛrstwa Tworzyw Sztucznych Andrzej Kiwa≥a                   ;Mirela ZieliÒska                                  ;ZT;2253   ;Cymbark 34                                                    ;Wπbrzeüno                    ;2229 ;43;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.kiwala.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
67231873000000;;w≥aúciciel - HANDEL I US£UGI TRANSPORTOWE, od dn.22.08.2006 r. wspÛlnik ;Ma≥gorzata Øandarska                              ;ZT;10274  ;ul. Jana Paw≥a II 186                                         ;Kowala-StÍpocina             ;4941 ;23;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mg.radom.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
55120850900000;;MR DèWIGI SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                       ;Ma≥gorzata Øandarska                              ;ZT;10063  ;ul. Stanis≥awa WyspiaÒskiego 6                                ;OstrÛw Mazowiecka            ;4120 ;14;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mrdzwigi.pl;1.0;1;2;2;2;2;2;2;2;1;1;1
53053496100000;;BETA SECURITY SYSTEM SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ;Paulina Ciesielska                                ;ZT;10783  ;ul. Ozimska 182                                               ;Opole                        ;8020 ;81;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.betasecurity.pl;1.0;1;1;2;2;1;1;2;2;1;1;1
49056591700000;;MROØEK WILHELM ELEKTRICAL  Zak≥ad Elektroinstalacyjny, Us≥ugi  Budowlane;Jaros≥aw £ubiÒski                                 ;ZT;6519   ;ul. ks. p≥k. JÛzefa JoÒca 22                                  ;Limanowa                     ;4321 ;45;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.elektrical.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
63124471300000;;"""FA£"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                           ";Marcelina Jeøak                                   ;ZT;1041   ;ul. Spacerowa 1 A                                             ;Kamienna GÛra                ;4711 ;53;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.yark.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
57019074300000;;BENECKE-KALIKO SP”£KA AKCYJNA                                           ;Anna Kwaúnica                                     ;ZT;18736  ;ul. GnieünieÒska 74                                           ;Wπgrowiec                    ;2229 ;105;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.mecapol.com.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
97130896700000;;"""LUBSKIE WAFLE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                 ";Jolanta Czokaj≥o                                  ;ZT;3765   ;ul. W≥Ûkniarzy 1                                              ;Lubsko                       ;1072 ;22;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.lubskie-wafle.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
53100919700000;;"Marian Makowski PrzedsiÍbiorstwo Produkcyjno-Us≥ugowe ""PROMET""          ";Paulina Ciesielska                                ;ZT;10858  ;ul. Filarskiego 39                                            ;Zdzieszowice                 ;2511 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ppupromet.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
59001938200000;;SEMPERTRANS BE£CHAT”W SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•           ;Jolanta Czokaj≥o                                  ;ZT;4730   ;Wola Grzymalina 11                                            ;Rogowiec                     ;2219 ;698;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.sempertrans.com;1.0;1;2;2;1;2;2;2;2;1;1;1
45019904200000;;"""RUBIN"" JOLANTA D•BROWSKA                                               ";Aneta Witkowska                                   ;ZT;12444  ;ul. Aleja LegionÛw 58                                         ;£omøa                        ;5610 ;405;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.gutowskiaccount.pl;21.0;;;;;;;;;;;
69040860800000;;RES-GASTRO M.GAWE£ SP”£KA KOMANDYTOWA                                   ;Eløbieta Zborowska                                ;ZT;11745  ;ul. ObroÒcÛw Pokoju 85B                                       ;Kolbuszowa                   ;5610 ;571;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.rs.rzeszow.pl;1.0;1;2;2;2;2;1;2;2;1;2;2
45076264900000;;""" OKTAN"" Waldemar Piekutowski                                           ";Aneta Witkowska                                   ;ZT;12456  ;ul. 1 Maja 28                                                 ;Wysokie Mazowieckie          ;4612 ;13;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.podlaskie.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
87056531700000;;"Zak≥ad Us≥ug Poligraficznych ""EPROS""  Edmund Prosotowicz                ";Mirela ZieliÒska                                  ;ZT;2320   ;ul. PowstaÒcÛw Wielkopolskich 17                              ;Grudziπdz                    ;1812 ;30;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.epros.pl;1.0;1;2;2;2;2;2;2;2;2;2;2
61003279800000;;"""CNH INDUSTRIAL POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•         ";Ma≥gorzata Øandarska                              ;ZT;10081  ;ul. OtoliÒska 25                                              ;P≥ock                        ;2830 ;1449;0;2;0;0;0;0;0;0;0;2;1;2;1;https://www.cnh.com;2.0;;;;;;;;;;;
81256570700000;;FARAON MA£GORZATA SYLWIA LACH-GWIAZDA                                   ;Magdalena Mac                                     ;ZT;20016  ;ul. Polskich Marynarzy 90 m 9                                 ;Szczecin                     ;4730Z;17;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.clubfaraon.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
53168106100000;;O£”WEK S.C. ERNST DAMIAN ERNST JOANNA                                   ;Paulina Ciesielska                                ;ZT;10954  ;ul. KsiÍdza Karola Lange 2-4                                  ;Strzelce Opolskie            ;4765 ;12;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.brjoanna.eu;1.0;1;2;2;2;1;2;2;2;2;2;2
53151035900000;;"""LEWIATAN OPOLE"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                ";Paulina Ciesielska                                ;ZT;10919  ;ul. åwiatowida 2                                              ;Opole                        ;7490 ;19;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eurocash.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
63452200600000;;S. E. T. ELECTRONICS POLSKA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•     ;Katarzyna Kalinowska                              ;ZT;3646   ;ul. Transportowa 1A                                           ;Lubsko                       ;2612 ;52;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.sep-electronics.pl;21.0;;;;;;;;;;;
53167184900000;;E&A SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                             ;Paulina Ciesielska                                ;ZT;10952  ;ul. ks. Hugona Ko≥≥πtaja 3 m 1                                ;Opole                        ;7810 ;48;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.eena.pl;1.0;1;2;2;1;2;1;2;2;1;2;2
71255362400000;;GALERIA PIECZYWA Paczuski Zbigniew                                      ;Ma≥gorzata Øandarska                              ;ZT;10428  ;ul. Warszawska 212                                            ;KotuÒ                        ;1071 ;137;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.galeriapieczywa.pl;1.0;2;1;2;2;2;2;2;2;2;2;2
63013519800000;;RK JEANS GINTROWICZ SP”£KA JAWNA                                        ;Anna Kwaúnica                                     ;ZT;18821  ;ul. PoznaÒska 62 m 70                                         ;PoznaÒ                       ;4771 ;36;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.poczta.agrobex.pl;21.0;;;;;;;;;;;
85004939900000;;"ZAK£AD DRZEWNY ""T.B"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•            ";Eløbieta Zborowska                                ;ZT;11940  ;PustkÛw 603                                                   ;PustkÛw                      ;1622 ;144;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.2dtm.com.pl;21.0;;;;;;;;;;;
73162618500000;;BMS GROUP PEGZA S£AWOMIR                                                ;RÛøa Ka≥doÒska                                    ;ZT;4935   ;Zgorzelec 29                                                  ;Rychtal                      ;3109 ;67;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.bms-group.pl;21.0;;;;;;;;;;;
59213755900000;;"ZAK£ADY MI SNE ""BRAT-POL"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•       ";RÛøa Ka≥doÒska                                    ;ZT;4817   ;WÛlka W≥oúciaÒska 5                                           ;Wielgom≥yny                  ;1011 ;73;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.brat-pol.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
75002675700000;;Firma Produkcyjno-Handlowo-Us≥ugowa Grzegorz Grzegory                   ;RÛøa Ka≥doÒska                                    ;ZT;4950   ;Z≥akÛw Borowy 24                                              ;Zduny                        ;2361 ;22;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.grzegory.pl;1.0;1;1;2;1;2;1;2;2;1;1;2
63446825800000;;FILTERPOZ Marcin Sierakowski                                            ;Anna Kwaúnica                                     ;ZT;19126  ;ul. Kolejowa 13                                               ;Pobiedziska                  ;2899 ;10;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.filtrypowietrza.eu;1.0;2;2;2;2;2;2;2;2;2;2;2
89113384000000;;"""NSK STEERING SYSTEMS EUROPE (POLSKA)"" SP”£KA Z OGRANICZON• ODPOWIEDZIAL";Justyna Hornung                                   ;ZT;1140   ;ul. Mariana Jachimowicza 17                                   ;Wa≥brzych                    ;2932 ;549;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.nssp.pl;1.0;1;1;2;2;2;1;2;2;1;2;1
52076342200000;;BUILD SPACE SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                     ;Ma≥gorzata Øandarska                              ;ZT;9951   ;ul. Robotnicza 11 m 13                                        ;Warszawa                     ;4110Z;13;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.buildspace.com.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
51072140800000;;PRZEDSI BIORSTWO BUDOWLANE ANGO ANDRZEJ MICHALAK                        ;Aneta Witkowska                                   ;ZT;17011  ;ul. SprzÍtowa 2                                               ;Olsztyn                      ;4120 ;34;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.ango.olsztyn.pl;1.0;1;2;2;1;2;1;2;2;2;2;2
63453003000000;;"""LEUCO POLSKA"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                  ";Anna Kwaúnica                                     ;ZT;19146  ;ul. SpÛ≥dzielcza 2A                                           ;Tarnowo PodgÛrne             ;3311 ;20;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.leuco.com.pl;21.0;;;;;;;;;;;
91123809600000;;I.M.P.A. Rafa≥ Go≥Íbiowski                                              ;Mirela ZieliÒska                                  ;ZT;2437   ;ul. Aleja Kazimierza Wielkiego 6D                             ;W≥oc≥awek                    ;4645 ;18;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.pumice.pl;1.0;1;2;2;2;2;1;2;2;1;2;2
63455128400000;;GEBERIT PRODUKCJA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•               ;Anna Kwaúnica                                     ;ZT;19156  ;ul. ToruÒska 154                                              ;Ko≥o                         ;2342 ;1247;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.geberit.com;1.0;1;1;2;1;1;2;2;2;1;1;1
51139145600000;;BP Service Center BARTOSZ IWASZKIEWICZ                                  ;Aneta Witkowska                                   ;ZT;17057  ;ul. Przemys≥owa 2                                             ;OstrÛda                      ;4711Z;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.helpol.gd.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
63973428500000;;"""BIOR"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•                          ";Magdalena Mac                                     ;ZT;19813  ;ul. Armii Krajowej 2                                          ;S≥awno                       ;4711 ;38;0;2;0;0;0;0;0;0;0;2;1;2;2;https://www.yark.pl;1.0;2;2;2;2;2;2;2;2;2;2;2
53244186700000;;KANCELARIA DORADZTWA PODATKOWEGO TAX S.C. HALINA SULIGA JERZY SULIGA    ;Paulina Ciesielska                                ;ZT;11009  ;UL. KOMISJI EDUKACJI NARODOWEJ 54 m 2U-5U                     ;NYSA                         ;6920 ;11;0;2;0;0;0;0;0;0;0;2;2;2;2;https://www.itax.pl;1.0;1;2;2;2;2;1;2;2;2;2;2
